labels,sentence,kor_sentence
positive,"In the fourth quarter of 2009, Orion's net profit went up by 33.8 % year-on-year to EUR33m.",2009년 4분기 오리온의 순이익은 전년 동기 대비 33.8% 증가한 33억 유로로 집계됐다.
positive,"In the second quarter of 2010, the group's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009.",2010년 2분기 순이익은 2009년 4월부터 6월까지 250만 유로에서 310만 유로로 증가했다.
positive,"In the second quarter of 2010, the group's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009.",2010년 2분기 순이익은 2009년 4월부터 6월까지 2.5백만 유로에서 3.1만 유로로 증가했다.
positive,"In the third quarter, net sales increased by 12 % year-on-year to EUR 159.5 million, or by 6 % at comparable currency rates growth.",지난 3분기 순매출액은 전년 동기 대비 12% 증가한 1억5천950만 유로로 비슷한 수준의 환율 성장률로 6% 증가했다.
positive,"In the third quarter, net sales increased by 12 % year-on-year to EUR159 .5 m, or by 6 % at comparable currency rates growth.","3분기 순매출은 전년 동기 대비 12% 증가한 159.5m 유로를 기록했으며, 비슷한 수준의 환율 성장률로 6% 증가했다."
neutral,Incap estimates it will generate a revenue of 10 mln euro ( $ 13.2 mln ) from its Indian operations for 2007.,인틱은 2007년 인도 사업부로부터 10mln 유로($13.2mln)의 매출을 올릴 것으로 추산하고 있다.
positive,Its market share widened to 48.51 percent from 48.31 percent a year earlier.,시장점유율은 48.51%로 1년 전(48.31%)보다 크게 늘었다.
neutral,Its total annual revenue comes up to about 160 mln zloty ( $ 56.9 mln-42 .3 mln euro ).,연간 총 수익은 160mln zloty ($56.9mln-42.3mln 유로)이다.
positive,"Kesko Agro Eesti, the retailer and wholesaler of grain, agricultural and warehousing machinery and accessories, had net sales of 81 million euros in 2007, an increase by one-tenth over the preceding year.","곡물, 농업, 창고 기계 및 악세사리 소매업 및 도매업자인 케스코 아그로 에스티는 2007년 8100만 유로의 순매출액을 기록했는데, 이는 전년 대비 10분의 1이 증가한 수치이다."
positive,"Kesko's car import and retailing business, VV-Auto, saw sales grow by 17.1 pct.",케스코의 자동차 수입·소매 사업인 VV-Auto는 판매량이 17.1ppt 증가했다.
positive,Kone's net sales rose by some 14 % year-on-year in the first nine months of 2008.,코네의 순매출은 2008년 첫 9개월 동안 전년 동기 대비 약 14% 증가했다.
positive,"( ADP News ) - Feb 11, 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007.",(ADP News ) - 2009년 2월 11일 - 핀란드 관리 소프트웨어 솔루션 제공업체 Ixonos Oyj(HEL : XNS1V)는 오늘 순이익이 2007년 310만 유로에서 2008년 350만 유로로 증가했다고 밝혔습니다.
positive,"( ADP News ) - Feb 12, 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007.",(ADP News ) - 2009년 2월 12일 - 핀란드 IT 솔루션 공급업체인 Affecto Oyj(헬: AFE1V)는 2007년 700만 유로에서 2008년 850만 유로(USD 11m)로 순이익이 증가했다고 밝혔습니다.
positive,"( ADP News ) - Feb 6, 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007.","(ADP News ) - 2009년 2월 6일 핀란드 낚시 태클 회사 Rapala VMC Corp(헬: RAP1V)는 순이익이 2007년 1750만 유로에서 2008년 1,920만 유로로 증가했다고 밝혔습니다."
positive,"( ADP News ) - Nov 5, 2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1",(ADP News ) - 2008년 11월 5일 - 핀란드의 전자 측정 제품 및 솔루션 제조업체인 Vaisala Oyj(OMX : VAIAS)는 오늘 순이익이 2008년 첫 9개월 동안 1천 8백만 유로(23.1m)로 증가했다고 밝혔습니다.
positive,"( ADP News ) - Oct 29, 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s","(ADP News ) - 2008년 10월 29일 - 핀란드의 리프팅 장비 제조업체 코네크라네스 오이 (OMX : KCR1V)는 자사의 순이익이 2008년 첫 9개월 동안 7,360만 유로에서 1억 1,660만 유로 ($149.1m)로 증가했다고 오늘 밝혔다."
positive,"Metso expects its net sales to increase by about 10 % in 2008, at comparable exchange rates.",메소는 2008년에 비슷한 환율로 순매출이 약 10% 증가할 것으로 예상하고 있다.
neutral,"M-real generated a turnover of EUR5 .6 bn in 2006 and has 15,500 employees.","M-real은 2006년에 EUR5.6BN의 매출을 올렸으며 15,500명의 직원을 두고 있다."
positive,"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy, both owned by Finnish food manufacturers, for the supply of animal fat for biodiesel production at Neste's 200,000 b-cd Porvoo, Finland, refinery.","네스테 석유 회사 사측은 핀란드 네스테의 B-cd 포르부 정제소에서 바이오디젤 생산을 위한 동물성 지방을 공급하기 위해 핀란드 식품 제조업체가 소유한 혼카요키 오이, 파인데스트 단백질 오이 등과 장기 조달 계약을 체결했다."
positive,Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004.,순이자 수입은 2004년 30.0 mn에서 31.4 mn으로 4.5% 증가했다.
positive,"Net interest income was EUR 152.2 mn, up from EUR 101.0 mn in 2008.",순이자 수입은 152.2 mn으로 2008년 101.0 mn에서 증가하였다.
positive,"Net interest income was EUR 39.3 mn, up from EUR 32.7 mn.",순이자 수익은 32.7 mn에서 39.3 mn으로 증가했다.
positive,Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn.,식물성 오일 사업의 순매출은 10.1 mn에서 10.6 mn으로 증가했다.
positive,"Nokia Multimedia's net sales totaled EUR 5.7 bn, up 45 % from the corresponding period in 2005.",노키아 멀티미디어의 순매출액은 총 5.7억 유로로 2005년 같은 기간보다 45% 증가했다.
positive,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009.,영업수익은 2009년 600.3 mn에서 696.4 mn으로 증가했다.
positive,"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn, and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006.","카우팔레티 그룹의 영업이익은 2006년 3분기 1.3mn에서 1.5mn으로, 마켓플레이스의 영업이익은 1.0mn에서 1.3mn으로 증가했다."
positive,Operating profit rose from EUR 1.94 mn to EUR 2.45 mn.,영업이익은 1.94 mn에서 2.45 mn으로 증가했다.
positive,Operating profit rose to 22.1 mln eur from 19.9 mln.,영업이익은 19.9㎖에서 22.1㎖로 증가했다.
positive,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006.,영업이익은 2006년 해당 기간의 1.1 mn에서 1.6 mn으로 증가하였습니다.
positive,Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006.,영업이익은 2006년 같은 기간의 23.2 유로에서 103.4 유로로 증가했다.
positive,Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006.,영업이익은 2006년 해당 기간의 9.7 mn에서 13.5 mn으로 증가했다.
positive,Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006.,영업이익은 2006년 해당 기간의 14.9 mn에서 26.7 mn으로 증가하였다.
positive,Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008.,영업이익은 2008년 17.5 mn에서 27.8 mn으로 증가했다.
positive,Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008.,영업이익은 2008년 해당 기간의 1.0 mn에서 3.2 mn으로 증가하였습니다.
positive,Operating profit rose to EUR 4.7 mn from EUR 3.6 mn.,영업이익은 3.6 mn에서 4.7 mn으로 증가했다.
positive,Operating profit rose to EUR 4.7 mn from EUR 4.6 mn.,영업이익은 4.6 mn에서 4.7 mn으로 증가했다.
positive,Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007.,영업이익은 2007년 해당 기간의 6.8 mn에서 9.2 mn으로 증가했습니다.
positive,Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier.,영업이익은 전년도의 1.6m 유로에서 2.4m 유로로 증가했다.
positive,"Operating profit surged to EUR21m from EUR106 ,000.","영업이익이 EUR106,000에서 EUR21M으로 급증했습니다."
positive,"Operating profit totaled EUR 37,7 mn, up slightly from EUR 37.2 mn in the corresponding period in 2006.","영업이익은 총 37,7 mn 유로로 2006년 같은 기간의 37.2 mn보다 약간 증가했다."
positive,"Operating profit totaled EUR 5.5 mn, up from EUR -0.7 mn.",영업이익은 5.5 mn 유로로 -0.7 mn에서 증가하였다.
positive,"Operating profit was EUR 11.4 mn, up from EUR 7.5 mn.",영업이익은 EUR7.5MN에서 11.4MN으로 증가했다.
positive,"Operating profit was EUR 139.7 mn, up 23 % from EUR 113.8 mn.",영업이익은 139.7 mn으로 113.8 mn보다 23% 증가했다.
positive,"Order intake grew by 40 % year-on-year and 30 % year-on-year, respectively, to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods.","2010년 1월부터 9월까지, 7월부터 9월까지 각각 5억7600만 유로와 17억 유로로 전년 동기 대비 40%, 30% 증가했다."
positive,Orders received grew by 55 % year-on-year to EUR732m.,수주액은 전년 대비 55% 증가한 732만 유로로 집계됐다.
positive,Orion Pharma's operating profit increased by 42.5 % from 2004.,오리온제약은 영업이익이 2004년보다 42.5% 늘었다.
positive,Passenger volumes rose by 8.4 % in the accounting period.,승객 수는 회계 기간 동안 8.4% 증가했다.
positive,Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009.,승객 관련 수익은 2009년 438.5 mn에서 460.8 mn으로 5.1 % 증가했다.
positive,"Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna, Finland.",2009년 10월 9일 보도자료에서 루키는 핀란드 사본리나에 위치한 키론살미 해협을 가로지르는 철제 구조물의 인도 및 설치 계약을 체결했다.
positive,Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005.,세전 이익은 2005년 해당 기간의 EUR 0.4 mn에서 EUR 0.6 mn으로 상승했습니다.
positive,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005.","세탁스 수익은 2005년 해당 기간의 1,007 유로에서 1,019 유로로 상승했습니다."
positive,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005.,세전 이익은 2005년 14.9 mn에서 17.8 mn으로 증가했습니다.
positive,"Pre-tax profit totaled EUR 397.4 mn, up from EUR 164.7 mn.",세전 이익은 총 397.4 유로로 164.7 mn에서 증가하였다.
positive,"Previously, the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year.","앞서 삼성전자는 올해 EBIT와 매출 성장률을 각각 20ppt, 10ppt로 안내했다."
positive,Previously the company has estimated its operating profit to reach the level of 2005 only.,이전에는 영업이익이 2005년 수준에 도달할 것으로 추정했다.
positive,"Profit for the period totaled EUR 39.4 mn, up from EUR 33.9 mn in the corresponding period in 2006.",이 기간의 이익은 2006년 같은 기간의 33.9 mn보다 증가한 39.4 mn 유로였다.
positive,"Profit for the period was EUR 5.9 mn, up from EUR 1.3 mn.",이 기간의 이익은 1.3 mn에서 5.9 mn으로 증가했다.
positive,"Profit for the period was EUR 9.8 mn, up from EUR 6.0 mn in 2004.",이 기간의 이익은 9.8 mn으로 2004년 6.0 mn에서 증가하였다.
positive,Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ).,매출은 12% 증가하여 36억 달러(45억 달러)를 기록했다.
positive,"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier, the company said Thursday.",지난 7월부터 9월까지의 매출액은 전년 동기 대비 14% 증가한 4억6700만 유로에 달했다고 3일(현지시간) 밝혔다.
positive,Revenues at the same time grew 14 percent to 43 million euros.,동시에 수익은 14% 증가한 4300만 유로였다.
positive,"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna, Finland.",루키 총리는 핀란드 사본리나에 위치한 키론살미 해협을 가로지르는 철제 구조물의 인도 및 설치 계약을 체결했다.
positive,"Sales in Latin America increased by 42 % to EUR 432mn, and a total of 8.7 mn mobile devices were sold in the area, representing an increase of 32 % from the corresponding period in 2009.","중남미에서의 판매는 42% 증가한 432만 유로에 달했고, 총 8.7만대의 모바일 기기가 이 지역에서 판매되어 2009년 해당 기간보다 32%의 증가를 나타냈다."
positive,Sales of clothing developed best.,의류 판매가 가장 잘 발달했다.
positive,Sanoma Magazines Finland's net sales grew to EUR 140.1 mn from EUR 131.8 mn.,사노마 매거진 핀란드의 순매출액은 131.8 mn에서 140.1 mn으로 증가했다.
positive,"Satama's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006.",사타마의 2007년 3분기 순이익은 2006년 같은 기간의 27만 유로에서 27만 5천 유로로 증가했다.
positive,"Section : Regional News - The demand in Finnair's Asian traffic, measured in passenger kilometers, was up 34.9 % in August compare to last year.",섹션: 지역 뉴스 - 여객 킬로미터로 측정한 핀에어의 8월 아시아 지역 교통 수요는 작년에 비해 34.9% 증가했다.
positive,"Svyturys-Utenos Alus, which is controlled by the Nordic group Baltic Beverages Holding ( BBH ), posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters.",노르딕 그룹 발트 음료 홀딩(BBH)이 지배하는 스비투리스-우테노스 알루스는 올 1~9월 맥주 판매량이 6.1% 증가한 1억199만L를 기록했다.
positive,That would be an increase from estimated sales of 117 million last year.,이는 지난해 예상 판매량 1억1700만대에 비해 증가한 수치이다.
positive,The agreement expands Tekla Structures' scope of use to bridge design.,이 협약은 테클라 스트럭쳐스의 사용 범위를 교량 설계로 확대한다.
positive,The aim is to increase sales by at least one fifth in 2006.,목표는 2006년에 최소한 5분의 1의 판매량을 늘리는 것이다.
positive,"The chain posted sales of 298 million euros for full 2005, a rise of 19.5 percent, year-on-year.",이 체인점은 2005년 전체 매출액이 2억9800만 유로로 전년 대비 19.5% 증가했다.
positive,The company expects its net sales in 2008 to increase 5-10 % from 2007.,이 회사는 2008년 순매출이 2007년보다 5-10% 증가할 것으로 예상하고 있다.
positive,The company expects its net sales in the first half of 2008 to reach the previous year's level.,그 회사는 2008년 상반기 순매출이 예년 수준에 도달할 것으로 예상하고 있다.
positive,"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt.",이 회사는 새로운 선단을 건조하고 있으며 6만5200dwt급 P-Max 유조선 10척을 발주했다.
positive,"The company's operating income ( EBIT ) totalled EUR 0.0 mn, up from EUR -0.3 mn year-on-year.",회사의 총 영업이익(EBIT)은 0.0 mn로 전년 동기 대비 -0.3 mn보다 증가하였다.
positive,The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008.,"EPS 전망은 2007년에 5.6pct, 2008년에 7.0pct가 증가하였다."
positive,"The fair value of the investment properties totaled EUR 2,534.9 mn, up from EUR 2,455.1 mn in 2006.","투자부동산의 공정가치는 총 2,534.9 mn으로 2006년 2,455.1 mn에서 증가하였다."
positive,"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ), sending the company's share price up 6 percent.",핀란드 정부는 19일(현지시간) 화학 및 비료 그룹 케미라 오이(Kemira Oyj)의 지분 32%를 6억5560만달러(약 8억9000만달러)에 매각했다고 밝혔다.
neutral,The firm generated sales of 187 mln eur in 2005.,그 회사는 2005년에 187 mln 유로의 매출을 올렸다.
positive,"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc, part of US-based AMR Corp ( NYSE : AMR ).",이 독일 회사는 또한 미국에 본사를 둔 AMR 코퍼레이션(NYSE : AMR)의 일부인 아메리칸 항공과 또 다른 원월드 회원사와 코드 셰어 계약을 체결했다.
positive,"The Helsinki-based company, which also owns the Salomon, Atomic and Suunto brands, said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ), from (  x20ac ) 40.8 million a year earlier.","살로몬, 아토믹, 수운토 브랜드를 소유하고 있는 헬싱키에 본사를 둔 이 회사는 지난해 12월 31일까지 3개월간 순이익이 전년도의 4080만 달러보다 15% 증가한 4700만 달러를 기록했다고 밝혔다."
positive,The increase in capital stock has been registered in the Finnish Trade Register on 20 November 2006.,2006년 11월 20일 핀란드 무역 관보에 증자가 등록되었다.
positive,The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005.,그레인 트레이딩의 영업이익은 2005년 1.4 mn에서 2.0 mn으로 증가하였다.
positive,The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 %.,주가는 수요일 이틀째 상승해 이틀간 12파운드까지 올랐다.0 아니면 2.0 %.
positive,The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 %.,화요일 주가는 3일째 상승하여 3일 동안 1.8%인 0.50파운드까지 올랐다.
positive,The transaction is in line with Aspo's strategy to expand in the Baltic Sea region and in the eastern markets.,이번 거래는 발트해 지역과 동부 시장에서 확장하려는 아스포의 전략에 따른 것이다.
positive,The transactions would increase earnings per share in the first quarter by some EUR0 .28.,이 거래로 1/4분기 주당 순이익은 0.28유로 증가할 것이다.
positive,"There has been some recovery of the base metals prices and increased demand for metals in China, however.",하지만 기준금속의 가격이 다소 회복되고 있고 중국의 금속 수요도 증가했다.
positive,"This new representation extends Comptel's global presence to a total of 18 countries, serving over 250 customers in over 80 countries worldwide.","이 새로운 영업소는 Comptel의 글로벌 입지를 총 18개국으로 확장하고 있으며, 전 세계 80여 개국의 250여 고객에게 서비스를 제공하고 있습니다."
positive,"TietoEnator itself uses Nokia's Intellisync Mobile Suite's wireless email, calendar, and device management capabilities, and the company will now extend these services to its customers.","TietoEnator 자체는 노키아의 Intellisync Mobile Suite의 무선 이메일, 캘린더, 기기 관리 기능을 사용하며, 회사는 이제 이러한 서비스를 고객들에게 확장할 것이다."
positive,Total operating revenue grew by 27.6 % year-on-year to EUR61m.,총 영업 수익은 전년 동기 대비 27.6% 증가한 6100만 유로입니다.
positive,Vacon's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago.,Vacon의 영업 현금 흐름은 1년 전 21.9 mn에서 37.1 mn으로 증가했다.
neutral,Vacon will supply drives to Ruselprom in the power range from 200 kW up to 2 MW.,바이컨은 200kW에서 최대 2MW의 전력 범위로 루셀프롬에 드라이브를 공급한다.
positive,"We also strengthen our existing partnership with Cybercom'', says Teleste CTO Esko Myllyla.","Teleste CTO Esko Mylyla는 ""사이버컴과의 기존 파트너십도 강화한다""고 말했다."
positive,"Via the Satlan acquisition, Teleste plans to further expand its market presence as a video services partner for cable operators, broadcasters and IPTV service providers.","텔레스트는 이번 새틀란 인수를 통해 케이블 사업자와 방송사, IPTV 서비스 제공업체를 위한 동영상 서비스 파트너로서 시장 입지를 더욱 확대할 계획이다."
positive,"With the acquisition, the company will expand its offering to North, Central and South America, it said.","동사는 이번 인수로 북미, 중남미 지역까지 사업을 확대할 예정이라고 밝혔다."
positive,"With the extension of the new contract for a further eight engines, the plant will now produce over 100 MW, it said.",8개의 엔진 신규 계약이 연장됨에 따라 이 공장은 현재 100MW 이상의 생산량을 생산할 것이라고 밝혔다.
positive,YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets.,YIT는 이번 인수가 중부 및 동유럽 시장에서의 확장을 위한 전략의 일환이라고 밝혔습니다.
positive,"`` BasWare's product sales grew strongly in the financial period, by 24 percent.",`` BasWare의 제품 판매는 금융 기간 동안 24% 성장했습니다.
positive,"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008,'' said Magnus Rosen, Ramirent CEO.","`` 매그너스 로젠 라미렌트 최고경영자(CEO)는 ""2008년 3분기 이후 2010년 2분기는 순매출이 증가한 첫 분기""라고 말했다."
positive,"`` The transaction strengthens our position ... in design and branded goods,'' said Fiskars president and CEO Heikki Allonen, pointing out that the two groups have relatively few overlapping operations.","`` 헤이키 알로넨 피스카스 CEO는 ""이번 거래로 디자인과 브랜드 상품에서 우리의 입지가 강화됐다""며 ""두 그룹의 중복 영업이 상대적으로 적다는 점을 지적했다""고 말했다."
positive,1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009.,2011년 2월 1일 - 핀란드 섬유 및 의류 회사 Marimeko Oyj HEL: MMO1V는 예비 영업이익이 2009년 6.3m에서 2010년 8.2m로 증가했다고 밝혔다.
neutral,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers.,핀란드 컴포넌트는 고객과 동반 성장을 목표로 2011-2015년 기간 동안 새로운 장기 전략을 발표했다.
positive,"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo, in Finland.",핀란드 라록스는 핀란드 소트카모의 탈비바라 니켈 광산에 필터를 납품하는 계약을 탈비바라 프로젝트와 체결했다.
positive,Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million.,Affecto는 2010년 전체 순매출액이 1억300만 유로에 달했던 2009년 수준에서 증가할 것으로 예상하고 있다.
positive,Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007.,영업 현금 흐름은 2007년 15.6 mn에서 52.7 mn으로 증가했다.
positive,Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004.,수수료 수입은 2004년 12.8 mn에서 16.1 mn으로 25.7% 증가했다.
positive,Componenta's objective with this agreement is to increase business on its existing production lines.,컴포넌타의 이번 협약 목적은 기존 생산라인에서 사업을 늘리는 것이다.
positive,"Earnings per share for January-June 2010 were EUR0 .30, an increase of 20 % year-on-year EUR0 .25.",2010년 1월부터 6월까지 주당 순이익은 0.30 유로로 전년 동기 대비 20% 증가했다.
positive,Earnings per share EPS rose to EUR 0.11 from EUR 0.03.,주당순이익은 0.03유로에서 0.11유로까지 상승했다.
positive,"Elisa said mobile subscriptions grew 7 percent during 2007, mainly because of customers adopting so-called third generation mobile technology.","엘리사는 ""3세대 모바일 기술을 채택한 고객들 덕분에 2007년 한 해 동안 모바일 가입이 7% 증가했다""고 말했다."
positive,"EPS for the quarter came in at 0.36 eur, up from 0.33 eur a year ago and ahead of forecast of 0.33 eur.",이번 분기 EPS는 0.36유로로 1년 전 0.33유로에 비해 상승했으며 0.33유로의 전망치를 앞섰다.
positive,EPS grew to 0.04 eur from 0.02 eur.,EPS는 0.02유로에서 0.04유로로 증가했다.
positive,Exports grew 16.5 percent to 19.1 million liters.,"수출은 16.5% 증가한 1,910만 리터를 기록했다."
positive,"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06, ended October 31, 2006, from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05.",핀란드 투자단체인 파노스타야 오이(Panostaja Oyj)는 순이익이 2004-05 회계연도의 2.8mln 유로 3.7mln에서 2006년 10월 31일까지 8.6mln 유로로 증가했다고 밝혔다.
positive,Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005.,핀란드 금속부품업체 컴포넌타 오이(Componenta Oyj)는 순이익이 2005년 2.2mln 유로 2.8mln에서 2006년 3.5mln 유로로 증가했다고 밝혔다.
positive,"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008, up from EUR6 .1 m in the corresponding period in 2007.",핀란드 실리콘 웨이퍼 기술 기업 Okmetic Oyj OMX 헬싱키 : OkM1V는 2008년 1월부터 9월까지 영업이익이 2007년 같은 기간의 6.1m에서 7.4m로 증가했다고 목요일에 발표했다.
positive,"Fiskars Brands report net sales of EUR 145.8 mn, up from EUR 138.4 mn.",피스카 브랜드는 순매출이 EUR 138.4MN에서 145.8MN으로 증가했다고 보고했습니다.
positive,"GeoSentric Oyj s GeoSolutions Business Unit GyPSii, the mobile digital lifestyle application and geo-mobility social networking platform, has signed an agreement with Nanjing MyNet to make the GyPSii mobile social networking platform available to customers of China Mobile.",모바일 디지털 라이프스타일 애플리케이션(앱)이자 지오모빌리티 소셜네트워크 플랫폼인 GeoSentric Oyj's GeoSolutions 사업부 GyPSI가 난징마이넷과 협약을 맺고 중국 모바일 고객이 GyPSI 모바일 소셜네트워크 플랫폼을 이용할 수 있도록 했다.
positive,HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site.,헬싱키 AFX - 아우토쿰푸 테크놀로지가 몽골 에르데네 광산공사와 에르데네 광산 부지에 건설되는 첫 번째 하이드로코퍼 공장의 엔지니어링을 위한 3.5mln 유로 협약을 체결했다고 밝혔다.
positive,"However, the proportion of the paid standing orders grew in 2009.",다만 2009년 들어 유료 입식 주문 비중이 커졌다.
positive,"In addition to the demand in Finland, the export of lining stone products also increased.",핀란드 수요 외에 안감석 제품 수출도 증가했다.
positive,"In January-September 2007, the group's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006.",2007년 1월부터 9월까지 그룹의 지속적인 영업으로 인한 순매출액은 2006년 해당 기간의 172.6 mn에서 213.1 mn으로 증가했다.
positive,"In July-September 2008, YIT's net sales increased to EUR 970.8 mn, compared to EUR 906.8 mn in the corresponding period in 2007.",2008년 7월부터 9월까지 YIT의 순매출액은 2007년 같은 기간의 906.8 mn에 비해 970.8 mn으로 증가하였다.
positive,"In the reporting period, net sales rose by 8 % year-on-year to EUR64 .3 m, due to the business acquisitions realized during the first half of 2008-09, the effect of which was EUR10 .9 m in the review period.","보고기간 중 순매출은 2008-09년 상반기에 실현된 사업인수 영향으로 전년 동기 대비 8% 증가한 64.3m를 기록했으며, 그 효과는 검토기간 중 10.9m였다."
positive,"In the reporting period, the company's operating profit grew by 43.2 % to EUR 6 million.","보고 기간 동안, 그 회사의 영업이익은 43.2% 증가하여 600만 유로에 달했다."
positive,Last year's net sales rose to EUR 68.3 million from EUR 62.2 million.,지난해 순매출액이 6220만 유로에서 6830만 유로로 증가했다.
positive,"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln, from 6.1 million litas in 2004.",2004년 610만 리터에서 지난해 약 700만 유로 2mln으로 매출액을 올렸다.
positive,"ADP News - Nov 18, 2008 - Finnish AC drives manufacturer Vacon Oyj OMX : VAC1V said today that it had set up new representative offices in Romania and Ukraine to serve the growing markets in eastern and southeastern Europe.",ADP 뉴스 - 2008년 11월 18일 - 핀란드 AC 드라이브 제조업체인 Vacon Oyj OMX: VAC1V는 동유럽과 남동부 지역의 성장하는 시장에 서비스를 제공하기 위해 루마니아와 우크라이나에 새로운 대표 사무소를 설립했다고 오늘 발표했습니다.
positive,Marimekko Group's full-year net sales are estimated to increase by about 10 %.,마리메코 그룹의 연간 순매출은 약 10% 증가할 것으로 추정된다.
positive,Net sales surged by 30 % to EUR 36 million.,순매출액이 30% 급증하여 3600만 유로가 되었다.
positive,"Net sales went up by 1 % year-on-year to EUR 29 million, affected by the business acquisitions, realized during the previous financial period, the effect of which was EUR 5.1 million on the review period.",순매출액은 전년 동기 대비 1% 증가한 2900만 유로로 직전 재무기간에 실현된 사업인수의 영향을 받아 510만 유로가 검토기간에 발생했다.
